sheet,row,column,message,level
m11Format,,,"No content item specified for section '4.4', 'Start of Trial and End of Trial'",Warning
m11Format,,,"No content item specified for section '4.5', 'Access to Trial Intervention After End of Trial'",Warning
m11Format,,,"No content item specified for section '5', 'TRIAL POPULATION'",Warning
m11Format,,,"No content item specified for section '5.1', 'Description of Trial Population and Rationale'",Warning
m11Format,,,"No content item specified for section '5.4', 'Contraception'",Warning
m11Format,,,"No content item specified for section '5.4.1', 'Definitions Related to Childbearing Potential'",Warning
m11Format,,,"No content item specified for section '5.4.2', 'Contraception Requirements'",Warning
m11Format,,,"No content item specified for section '5.5', 'Lifestyle Restrictions'",Warning
m11Format,,,"No content item specified for section '5.5.1', 'Meals and Dietary Restrictions'",Warning
m11Format,,,"No content item specified for section '5.5.2', 'Caffeine, Alcohol, Tobacco,and Other Restrictions'",Warning
m11Format,,,"No content item specified for section '5.5.3', 'Physical Activity Restrictions'",Warning
m11Format,,,"No content item specified for section '5.5.4', 'Other Activity Restrictions'",Warning
m11Format,,,"No content item specified for section '5.6', 'Screen Failure and Rescreening'",Warning
m11Format,,,"No content item specified for section '6', 'TRIAL INTERVENTION AND CONCOMITANT THERAPY'",Warning
m11Format,,,"No content item specified for section '6.1', 'Overview of Trial Interventions'",Warning
m11Format,,,"No content item specified for section '6.2', 'Description of Investigational Trial Intervention'",Warning
m11Format,,,"No content item specified for section '6.3', 'Rationale for Investigational Trial Intervention Dose and Regimen'",Warning
m11Format,,,"No content item specified for section '6.4', 'Investigational Trial Intervention Administration'",Warning
m11Format,,,"No content item specified for section '6.5', 'Investigational Trial Intervention Dose Modification'",Warning
m11Format,,,"No content item specified for section '6.6', 'Management of Investigational Trial Intervention Overdose'",Warning
m11Format,,,"No content item specified for section '6.7', 'Preparation,Storage,Handling and Accountability of Investigational Trial Intervention(s)'",Warning
m11Format,,,"No content item specified for section '6.7.1', 'Preparation of Investigational Trial Intervention(s)'",Warning
m11Format,,,"No content item specified for section '6.7.2', 'Storage and Handling of Investigational Trial Intervention'",Warning
m11Format,,,"No content item specified for section '6.7.3', 'Accountability of Investigational Trial Intervention'",Warning
m11Format,,,"No content item specified for section '6.8', 'Investigational Trial Intervention Assignment,Randomisation and Blinding'",Warning
m11Format,,,"No content item specified for section '6.8.1', 'Participant Assignment to Investigational Trial Intervention'",Warning
m11Format,,,"No content item specified for section '6.8.2', 'Randomisation'",Warning
m11Format,,,"No content item specified for section '6.8.3', '{Blinding}'",Warning
m11Format,,,"No content item specified for section '6.8.4', '{Emergency Unblinding at the Site}'",Warning
m11Format,,,"No content item specified for section '6.9', 'Investigational Trial Intervention Compliance'",Warning
m11Format,,,"No content item specified for section '6.10', 'Description of Non-Investigational Trial Intervention(s)'",Warning
m11Format,,,"No content item specified for section '6.10.1', '{Background Intervention}'",Warning
m11Format,,,"No content item specified for section '6.10.2', '{Rescue Therapy}'",Warning
m11Format,,,"No content item specified for section '6.10.3', '{Other Non-investigational Intervention}'",Warning
m11Format,,,"No content item specified for section '6.11', 'Concomitant Therapy'",Warning
m11Format,,,"No content item specified for section '6.11.1', '{Prohibited Concomitant Therapy}'",Warning
m11Format,,,"No content item specified for section '6.11.2', '{Permitted Concomitant Therapy}'",Warning
m11Format,,,"No content item specified for section '7', 'PARTICIPANT DISCONTINUATION OF TRIAL INTERVENTION AND DISCONTINUATION OR WITHDRAWAL FROM TRIAL'",Warning
m11Format,,,"No content item specified for section '7.1', 'Discontinuation of Trial Intervention for Individual Participants'",Warning
m11Format,,,"No content item specified for section '7.1.1', 'Permanent Discontinuation of Trial Intervention'",Warning
m11Format,,,"No content item specified for section '7.1.2', 'Temporary Discontinuation of Trial Intervention'",Warning
m11Format,,,"No content item specified for section '7.1.3', 'Rechallenge'",Warning
m11Format,,,"No content item specified for section '7.2', 'Discontinuation or Withdrawal from the Trial'",Warning
m11Format,,,"No content item specified for section '7.3', 'Lost to Follow-Up'",Warning
m11Format,,,"No content item specified for section '8', 'TRIAL ASSESSMENTS AND PROCEDURES'",Warning
m11Format,,,"No content item specified for section '8.1', 'Trial Assessments and Procedures Considerations'",Warning
m11Format,,,"No content item specified for section '8.2', 'Screening/Baseline Assessments and Procedures'",Warning
m11Format,,,"No content item specified for section '8.3', 'Efficacy Assessments and Procedures'",Warning
m11Format,,,"No content item specified for section '8.4', 'Safety Assessments and Procedures'",Warning
m11Format,,,"No content item specified for section '8.4.1', '{Physical Examination}'",Warning
m11Format,,,"No content item specified for section '8.4.2', '{Vital Signs}'",Warning
m11Format,,,"No content item specified for section '8.4.3', '{Electrocardiograms}'",Warning
m11Format,,,"No content item specified for section '8.4.4', '{Clinical Laboratory Assessments}'",Warning
m11Format,,,"No content item specified for section '8.4.5', '{Pregnancy Testing}'",Warning
m11Format,,,"No content item specified for section '8.4.6', '{Suicidal Ideation and Behaviour Risk Monitoring}'",Warning
m11Format,,,"No content item specified for section '8.5', 'Pharmacokinetics'",Warning
m11Format,,,"No content item specified for section '8.6', 'Biomarkers'",Warning
m11Format,,,"No content item specified for section '8.6.1', 'Genetics and Pharmacogenomics'",Warning
m11Format,,,"No content item specified for section '8.6.2', 'Pharmacodynamic Biomarkers'",Warning
m11Format,,,"No content item specified for section '8.6.3', '{Other Biomarkers}'",Warning
m11Format,,,"No content item specified for section '8.7', 'Immunogenicity Assessments'",Warning
m11Format,,,"No content item specified for section '8.8', 'Medical Resource Utilisation and Health Economics'",Warning
m11Format,,,"No content item specified for section '9', 'ADVERSE EVENTS,SERIOUS ADVERSE EVENTS,PRODUCT COMPLAINTS,PREGNANCY AND POSTPARTUM INFORMATION'",Warning
m11Format,,,"No content item specified for section '9.1', 'Definitions'",Warning
m11Format,,,"No content item specified for section '9.1.1', 'Definitions of Adverse Events'",Warning
m11Format,,,"No content item specified for section '9.1.2', 'Definitions of Serious Adverse Events'",Warning
m11Format,,,"No content item specified for section '9.1.3', '{Definition of Medical Device Product Complaints}'",Warning
m11Format,,,"No content item specified for section '9.2', 'Timing and Mechanism for Collection and Reporting'",Warning
m11Format,,,"No content item specified for section '9.3', 'Identification,Recording and Follow-Up'",Warning
m11Format,,,"No content item specified for section '9.3.1', 'Identification'",Warning
m11Format,,,"No content item specified for section '9.3.2', 'Severity'",Warning
m11Format,,,"No content item specified for section '9.3.3', 'Causality'",Warning
m11Format,,,"No content item specified for section '9.3.4', 'Follow-up'",Warning
m11Format,,,"No content item specified for section '9.4', 'Reporting'",Warning
m11Format,,,"No content item specified for section '9.4.1', 'Regulatory Reporting Requirements'",Warning
m11Format,,,"No content item specified for section '9.4.2', 'Adverse Events of Special Interest'",Warning
m11Format,,,"No content item specified for section '9.4.3', 'Disease-related Events or Outcomes Not Qualifying as AEs or SAEs'",Warning
m11Format,,,"No content item specified for section '9.5', 'Pregnancy and Postpartum Information'",Warning
m11Format,,,"No content item specified for section '9.5.1', '{Participants Who Become Pregnant During the Trial}'",Warning
m11Format,,,"No content item specified for section '9.5.2', '{Participants Whose Partners Become Pregnant}'",Warning
m11Format,,,"No content item specified for section '10', 'STATISTICAL CONSIDERATIONS'",Warning
m11Format,,,"No content item specified for section '10.1', 'General Considerations'",Warning
m11Format,,,"No content item specified for section '10.2', 'Analysis Sets'",Warning
m11Format,,,"No content item specified for section '10.3', 'Analyses of Demographics and Other Baseline Variables'",Warning
m11Format,,,"No content item specified for section '10.4', 'Analyses Associated with the Primary Objective(s)'",Warning
m11Format,,,"No content item specified for section '10.4.1', 'Statistical Method of Analysis'",Warning
m11Format,,,"No content item specified for section '10.4.2', 'Handling of Data in Relation to Primary Estimand(s)'",Warning
m11Format,,,"No content item specified for section '10.4.3', 'Handling of Missing Data'",Warning
m11Format,,,"No content item specified for section '10.4.4', '{Sensitivity Analysis}'",Warning
m11Format,,,"No content item specified for section '10.4.5', '{Supplementary Analysis}'",Warning
m11Format,,,"No content item specified for section '10.5', 'Analysis Associated with the Secondary Objective(s)'",Warning
m11Format,,,"No content item specified for section '10.5.1', '{Statistical Method of Analysis}'",Warning
m11Format,,,"No content item specified for section '10.5.2', '{Handling of Data in Relation to Secondary Estimand(s)}'",Warning
m11Format,,,"No content item specified for section '10.5.3', '{Handling of Missing Data}'",Warning
m11Format,,,"No content item specified for section '10.5.4', '{Sensitivity Analyses}'",Warning
m11Format,,,"No content item specified for section '10.5.5', '{Supplementary Analyses}'",Warning
m11Format,,,"No content item specified for section '10.6', 'Analysis Associated with the Exploratory Objective(s)'",Warning
m11Format,,,"No content item specified for section '10.7', 'Safety Analyses'",Warning
m11Format,,,"No content item specified for section '10.8', 'Other Analyses'",Warning
m11Format,,,"No content item specified for section '10.9', 'Interim Analyses'",Warning
m11Format,,,"No content item specified for section '10.10', 'Multiplicity Adjustments'",Warning
m11Format,,,"No content item specified for section '10.11', 'Sample Size Determination'",Warning
m11Format,,,"No content item specified for section '11', 'TRIAL OVERSIGHT AND OTHER GENERAL CONSIDERATIONS'",Warning
m11Format,,,"No content item specified for section '11.1', 'Regulatory and Ethical Considerations'",Warning
m11Format,,,"No content item specified for section '11.2', 'Trial Oversight'",Warning
m11Format,,,"No content item specified for section '11.2.1', 'Investigator Responsibilities'",Warning
m11Format,,,"No content item specified for section '11.2.2', 'Sponsor Responsibilities'",Warning
m11Format,,,"No content item specified for section '11.3', 'Informed Consent Process'",Warning
m11Format,,,"No content item specified for section '11.3.1', 'Informed Consent for Rescreening'",Warning
m11Format,,,"No content item specified for section '11.3.2', 'Informed Consent for Use of Remaining Samples in Exploratory Research'",Warning
m11Format,,,"No content item specified for section '11.4', 'Committees'",Warning
m11Format,,,"No content item specified for section '11.5', 'Insurance and Indemnity'",Warning
m11Format,,,"No content item specified for section '11.6', 'Risk Management'",Warning
m11Format,,,"No content item specified for section '11.7', 'Data Governance'",Warning
m11Format,,,"No content item specified for section '11.8', 'Source Data'",Warning
m11Format,,,"No content item specified for section '11.9', 'Protocol Deviations'",Warning
m11Format,,,"No content item specified for section '11.10', 'Early Site Closure'",Warning
m11Format,,,"No content item specified for section '12', 'APPENDIX: SUPPORTING DETAILS'",Warning
m11Format,,,"No content item specified for section '12.1', 'Clinical Laboratory Tests'",Warning
m11Format,,,"No content item specified for section '12.2', 'Country/Region-Specific Differences'",Warning
m11Format,,,"No content item specified for section '12.3', 'Prior Protocol Amendment(s)'",Warning
m11Format,,,"No content item specified for section '13', 'APPENDIX:  GLOSSARY OF TERMS AND ABBREVIATIONS'",Warning
m11Format,,,"No content item specified for section '14', 'APPENDIX:  REFERENCES'",Warning
dictionaries,5,7,"Failed to translate reference path 'label', could not find start instance 'EligibilityCriterion', 'IN02'",Error
dictionaries,6,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_59'",Error
dictionaries,7,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_60'",Error
dictionaries,8,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_61'",Error
dictionaries,11,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_57'",Error
dictionaries,17,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_95'",Error
studyDesignEligibilityCriteria,3,6,"Failed to find 'Appendix 11: Section <usdm:tag name=""Sect10_11""/>' in dictionary 'Ref_dict'",Warning
studyDesignEligibilityCriteria,39,6,Failed to find 'MDRD' in dictionary 'Ref_dict',Warning
studyDesignConditions,1,6,Could not resolve condition reference 'treatment phase',Error
studyDesignConditions,1,6,"No condition references found for 'treatment phase', at least one required",Error
studyDesignConditions,12,6,Could not resolve condition reference 'Isatuximab Administration',Error
