sheet,row,column,message,level
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_43': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_44': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_71': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_78': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_79': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_82': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_83': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_101': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_102': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_104': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_105': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_106': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_107': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_108': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_109': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_110': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_111': Repaired malformed HTML (mismatched/unclosed tags),Warning
documentContent,,,XHTML sanitised in NarrativeContentItem 'NCI_113': Repaired malformed HTML (mismatched/unclosed tags),Warning
dictionaries,5,7,"Failed to translate reference path 'label', could not find start instance 'EligibilityCriterion', 'IN02'",Error
dictionaries,12,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_117'",Error
dictionaries,13,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_118'",Error
dictionaries,14,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_119'",Error
dictionaries,15,7,"Failed to translate reference path 'SectionNumber', could not find start instance 'NarrativeContent', 'NC_120'",Error
studyDesignEligibilityCriteria,3,6,"Failed to find 'Appendix 11: Section <usdm:tag name=""Sect10_11""/>' in dictionary 'Ref_dict'",Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'IN12': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'IN13': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'EX01': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'EX21': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignEligibilityCriteria,39,6,Failed to find 'MDRD' in dictionary 'Ref_dict',Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'EX35': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignEligibilityCriteria,,,XHTML sanitised in EligibilityCriterionItem 'EX36': Repaired malformed HTML (mismatched/unclosed tags),Warning
studyDesignConditions,1,6,Could not resolve condition reference 'treatment phase',Error
studyDesignConditions,1,6,"No condition references found for 'treatment phase', at least one required",Error
studyDesignConditions,12,6,Could not resolve condition reference 'Isatuximab Administration',Error
